213.5,274.0498361,892.6,835.1445614,1071.3,1136.980222,1025.9,1076.344604
219.2,,855.6,,1134,,1054.3,
205,,844.1,,1114.6,,1074.8,
206.3,,869.3,,1097.2,,1061.2,
211.6,,831.7,,1110.4,,1042.9,
205.6,,862.1,,1219.4,,1108.3,
195.2,,882.9,,1162,,1104.4,
237.1,,857.4,,1218.2,,1108.9,
249.5,,835.5,,1190.4,,1138.3,
216.5,,868.9,,1126.5,,1063.4,
246.9,,830.2,,1065.1,,883.3,
262.9,,853.3,,1035.8,,1395.3,
274.3,,857.4,,1093.2,,1416.5,
337.3,,871.3,,1154,,958,
351.4,,875.7,,1089,,897.1,
314.5,,817.9,,1082.2,,1024.6,
320.2,,828.8,,1179,,1041.3,
350.2,,872,,1128.7,,1031.3,
332.8,,900,,1164.8,,1039.8,
319,,849.6,,1143.4,,1081.2,
297.4,,866.3,,1191.1,,1103.1,
271,,849.1,,1187.6,,1089.3,
294.2,,839.8,,1105.2,,1103.8,
210,,825.3,,1152.8,,1025.6,
256.8,,861.8,,1162.4,,921.2,
217.7,,853.9,,1163.3,,845,
215.1,,863.3,,1149.3,,886.5,
259.9,,825.3,,1133.4,,1005.7,
307.6,,858.3,,1125.6,,896.5,
303.3,,854,,1193.2,,883.3,
280.8,,887.8,,1134.8,,887.7,
277.7,,828.9,,1077.3,,1043.5,
302.1,,831,,1061.7,,969.1,
297.2,,839.1,,1064.9,,1172,
286.3,,847.1,,1056.5,,1149.7,
301.7,,814.3,,1118.9,,1050.4,
309.5,,838.3,,1131.6,,1150.9,
321.5,,822.3,,1119.5,,1078.5,
349.4,,844.2,,1168.3,,922.2,
306.9,,851.6,,1169.2,,874.1,
288.4,,869.3,,1122.7,,798.1,
268.2,,843.3,,1194.7,,935,
278.5,,840.2,,1128.4,,848.2,
250.7,,845.9,,1076.5,,897.4,
286.7,,815.1,,1088.4,,903.5,
275.5,,886.6,,1117.6,,875.6,
277.8,,943.7,,1181.9,,875.3,
273.7,,849.7,,1177.8,,901.6,
277.6,,853.3,,1180.1,,835.7,
305.2,,834.2,,1149.3,,1134.7,
261.4,,799,,1175.5,,1032.8,
317.1,,770.1,,1147.7,,970.2,
255.6,,679.2,,1142,,911.9,
294.8,,696.8,,1166.1,,918.6,
251.4,,726.1,,1058.3,,859.2,
262.2,,730.4,,1215,,884.7,
300.4,,819.4,,1235.5,,933.5,
255.6,,713.6,,1143.7,,913.3,
279.7,,736.9,,1113.2,,871.7,
277,,748,,1113.7,,948.6,
258.5,,792.2,,1144.9,,1074,
247.1,,784.2,,1068.5,,1094.8,
277.7,,803.5,,1094.8,,1019.3,
274.9,,771.1,,1142.6,,1058.7,
294.4,,774.1,,1128.4,,1035.4,
298.5,,803,,1144.7,,1058,
315.5,,769.3,,1066.3,,1051.7,
270.1,,816.6,,1109.2,,997.7,
275.7,,805.6,,1167.4,,1022.5,
298.8,,750.1,,1101,,949.3,
259.9,,746.9,,1129,,941.3,
255.2,,730.1,,1145.8,,943.5,
258.4,,740.5,,1202.1,,966.5,
315.7,,754.8,,1187.5,,961.9,
256.5,,762.8,,1185,,976.7,
292.3,,773.8,,1169.8,,1012.8,
301,,716.8,,1120.3,,1000.1,
336.2,,769.3,,1122,,999.5,
309.6,,751.2,,1138.2,,980.1,
290.5,,748.4,,1094.5,,944.8,
270.3,,789.6,,1131.4,,988.3,
280.6,,776.1,,1173,,921.6,
302.9,,775.8,,1162.5,,879.1,
306.5,,824.2,,1097,,875.4,
275.3,,723.8,,1133.5,,910.9,
285.3,,795.2,,1115.2,,899.9,
267.1,,804.3,,1141.3,,914.6,
328.2,,824.7,,1153.5,,920.4,
261.2,,744.7,,1188.3,,934.7,
340.3,,792.2,,1150.8,,918.1,
294.1,,810.4,,1144.9,,927.7,
303,,767.7,,1146.4,,993.8,
274.7,,771,,1155.5,,1076.9,
272,,830.4,,1169.1,,1101.9,
322.4,,778,,1111.3,,1105.6,
310.3,,763.9,,1106,,1115,
261.2,,797,,1128.4,,1283.5,
341.7,,768.2,,1110.4,,1109.1,
320.1,,770.1,,1167.1,,1154.9,
320.1,,818.8,,1148.2,,1046.9,
322.8,,798.8,,1128.6,,1325.8,
292,,796.5,,1160.4,,1245.3,
277.2,,811.2,,1157.6,,1200.5,
321.2,,851.8,,1149.7,,1126.9,
319.2,,802.1,,1145.8,,1125.4,
291,,802.7,,1132.2,,1105.5,
292.5,,854.8,,1105.3,,1079.3,
294.9,,749.8,,1166.5,,1141.1,
270.6,,820.8,,1153.1,,1173.7,
319.8,,812.5,,1162.6,,1168.8,
312.5,,852.6,,1182,,1066.4,
289.5,,776.4,,1165.6,,1309.6,
280.4,,818.1,,1097.1,,1113.7,
268.9,,778.1,,1121.6,,1096.4,
265.5,,870.8,,1115.6,,1070.5,
308.6,,860,,1172.2,,1091.9,
296.9,,784.9,,1145.5,,1148.5,
283.4,,796.8,,1157.1,,1107.8,
305.2,,810.8,,1151.9,,1130.7,
295.4,,784.8,,1135.6,,1111.5,
292,,777.6,,1173.7,,1135.2,
291.2,,771.3,,1214,,1137.4,
277.6,,750.4,,1174,,1088.6,
315.3,,755.7,,1164.5,,1155.4,
279.3,,799.6,,1191.9,,1142.6,
276.4,,775.6,,1168.4,,1124.6,
264.4,,842.5,,1149.8,,1138.1,
258.4,,788.9,,1165.2,,1130.3,
271.1,,786.8,,1154.9,,1089.5,
281.9,,810.9,,1185.1,,1102.4,
285.7,,828.5,,1154.1,,1093.6,
286.5,,756,,1159.2,,1094.2,
296.9,,687.2,,1114.5,,1052.6,
337.2,,604,,1119.5,,1080.5,
309.1,,795.4,,1147.4,,1067.2,
314.3,,875.9,,1163,,1099.5,
308.2,,905,,1175.1,,1097.3,
300.2,,737.5,,1163.9,,1123,
313.3,,886.4,,1159.4,,1112.6,
276.9,,860.8,,1146.3,,1125.4,
305.4,,879.9,,1145.6,,1108.8,
306.3,,927.1,,1175.3,,1108.9,
302.6,,958.7,,1165.2,,1141.2,
294.7,,1021.6,,1164.7,,1137.4,
266.2,,660.7,,1120.6,,1103.6,
289.2,,806.1,,1142.9,,1146.1,
313.8,,731.3,,1161.1,,1124.1,
259.3,,1123.9,,1139.8,,1132,
286.3,,640.1,,1157.6,,1139.4,
268.4,,1220.3,,1142,,1134,
276,,781.8,,1140.1,,1165.8,
320,,746.5,,1151.2,,1150.7,
283.5,,648.3,,1164.4,,1138.7,
247,,788.3,,1155.4,,1107.4,
308.2,,865.2,,1159.4,,1097.7,
282.5,,851,,1162.8,,1152.2,
274.5,,908.3,,1161.5,,1146.7,
254.4,,874.2,,1180.4,,1128.2,
285.2,,874.3,,1194.4,,1107.3,
267.1,,864.2,,1170.9,,1143.6,
290.5,,854.5,,1134.8,,1142.2,
268.1,,923.6,,1119.9,,1107.9,
236.6,,874.8,,1134.4,,1127.4,
322.7,,900.9,,1152.7,,1122,
344.8,,883.8,,1150.1,,1123.1,
304,,857.7,,1137.9,,1091.2,
269.8,,909.1,,1130.3,,1132.5,
274.8,,936.1,,1154.8,,1132.5,
277.9,,897.6,,1152.7,,1147.4,
295.3,,895.4,,1134.2,,1117.6,
238.4,,917.6,,1107,,1128.9,
228.4,,862.1,,1137.9,,1096.7,
231.3,,885.7,,1137,,1137.1,
219,,945.9,,1188.9,,1114,
211,,920.8,,1170.6,,1142.9,
259.2,,866.9,,1160.7,,1125.1,
227.2,,895,,1154.9,,1124.4,
279.1,,954.2,,1163.5,,1133.8,
240.6,,885.6,,1144.6,,1155.7,
216.9,,887.1,,1167.6,,1113.3,
238.3,,916.3,,1180.8,,1096.5,
183.9,,885.6,,1170.3,,1139.9,
166,,879.6,,1185.6,,1118.2,
201.4,,865,,1185.7,,1089.3,
248.5,,858.1,,1178,,1102.7,
176.3,,845.6,,1177.6,,1137.6,
340.8,,856,,1172.4,,1139.7,
211.4,,882.4,,1193.1,,1112.6,
237.2,,883.3,,1205.9,,1097.1,
282.6,,880.6,,1185.6,,1130.5,
251.6,,878.6,,1176.3,,1111.6,
286.3,,888,,1185.1,,1135.8,
288.8,,862.6,,1179.5,,1153.3,
290.6,,847.5,,1191.7,,1091.5,
248,,885.8,,1177.1,,1118.2,
308.9,,849.4,,1193.3,,1105.3,
273.6,,862.6,,1140.1,,1142.2,
276.7,,859.9,,1163.6,,1111.4,
287.5,,841.6,,1160.8,,1152.1,
256.6,,881.2,,1185.6,,1116.3,
266.9,,867.4,,1176.3,,1113.7,
280.4,,872.7,,1191,,1082.9,
259.8,,831.2,,1154.4,,1115.1,
274.3,,849.8,,1153.1,,1150.8,
269.2,,867.8,,1158.2,,1139.7,
285.3,,825,,1149.6,,1119,
306,,887.7,,1148.8,,1092.1,
288.4,,856.3,,1124.2,,1151.5,
272.8,,851.3,,1150.1,,1149.4,
284.3,,862.3,,1177.1,,1181.3,
275.5,,840.1,,1173.6,,1107.4,
293.3,,879.4,,1182.6,,1134.1,
242.4,,887.2,,1163.2,,1136.4,
217.4,,881.1,,1151.4,,1113.5,
317,,843.9,,1180.9,,1088.4,
242.4,,878.6,,1127.7,,1091.1,
252.5,,865.8,,1173.2,,1098.8,
293.8,,882.2,,1175.8,,1162.3,
279.7,,877,,1199.6,,1119.9,
268.6,,862.9,,1163.5,,1149.3,
258.8,,871.1,,1168.5,,1116.9,
231.4,,877.7,,1170.2,,1149.9,
257.7,,860.4,,1137.3,,1130.2,
273.3,,848,,1139.7,,1128.9,
262.9,,852.8,,1132.4,,1080.7,
269.5,,865.8,,1163.2,,1114.8,
228.2,,857.8,,1162.5,,1113.8,
273.7,,853.4,,1141.7,,1108.5,
282.1,,875.6,,1123,,1127,
271.4,,835.9,,1177.7,,1123.5,
245.2,,850.6,,1186.4,,1154.1,
257.3,,868.6,,1133.6,,1150.2,
275.5,,852.4,,1195.7,,1073.1,
268.6,,831.4,,1142.7,,1145.6,
281.1,,857.9,,1180,,1136.9,
282.8,,836.7,,1160.2,,1105,
234.1,,831.5,,1151.2,,1080,
228.2,,863.8,,1158.6,,1130.5,
211.3,,827.2,,1135.3,,1130.2,
262.7,,819.4,,1187.5,,1133.2,
277.7,,831.9,,1159.6,,1128.8,
256.7,,869,,1146.1,,1127.1,
297,,926.8,,1160.4,,1149.2,
262,,945.9,,1147.9,,1106.5,
256.5,,990.1,,1163.1,,1136.8,
217.7,,915.4,,1167.2,,1112.6,
274.9,,830.4,,1157,,1114.1,
263,,862.6,,1144.8,,1135.8,
307.8,,849.1,,1133.4,,1155.4,
253.8,,899.5,,1120.7,,1074.4,
310.9,,883.4,,1164.1,,1103.3,
251.8,,754.8,,1165.5,,1077,
240.3,,643.3,,1176.2,,1135.3,
315,,815.6,,1132.9,,1136.3,
288.3,,835.8,,1136.2,,1131.1,
321.3,,856.1,,1128.7,,1094.6,
262.5,,864.5,,1150.2,,1094.4,
286.3,,921.7,,1191.1,,1085.3,
221.7,,920.9,,1131,,1096.7,
232.5,,1017.6,,1157.2,,1153.1,
197.6,,885,,1179.8,,1115.7,
236.1,,894.2,,1183.1,,1061.6,
245.8,,844.3,,1112.1,,1078.7,
265.9,,897,,1152.9,,1100.8,
270.9,,953,,1101.8,,1083.5,
298.8,,916.4,,1131.3,,1088.9,
289,,870.3,,1136.8,,1126.3,
286.5,,870.6,,1134.3,,1094.1,
277.2,,780.8,,1157.5,,860.5,
269.9,,809.3,,1138.9,,1141,
254,,740.5,,1109.6,,1183.3,
254.7,,735.1,,1131.1,,1108.2,
280.6,,796.1,,1151.7,,1029.8,
275.3,,792.6,,1158.3,,1135.5,
256.5,,828.7,,1129.6,,1074.2,
229.4,,819.9,,1148.1,,1025.6,
249.4,,829.5,,1179.5,,972.2,
295.1,,700,,1149.9,,980.4,
280.8,,822.6,,1113.3,,,
316,,818.7,,1161.7,,,
305.5,,573.3,,1137.1,,,
315.1,,912,,1126.8,,,
286.7,,752,,1095.4,,,
279.9,,878,,1190.6,,,
243.4,,838.8,,1144.7,,,
341.8,,,,1102.9,,,
261.7,,,,1089.6,,,
195.3,,,,1165.1,,,
210.6,,,,1260.3,,,
305.1,,,,1152.8,,,
289.9,,,,1149,,,
257.2,,,,1096.8,,,
236.9,,,,1114.6,,,
240.2,,,,1157.7,,,
252.7,,,,1101.9,,,
244.4,,,,1090.2,,,
226.7,,,,1149.1,,,
251.8,,,,1106,,,
226.9,,,,1177.5,,,
241.2,,,,1112.5,,,
191.9,,,,1164.5,,,
258.4,,,,1139.9,,,
231.3,,,,1141.9,,,
241.5,,,,1160.3,,,
275.1,,,,1106.4,,,
,,,,1176.2,,,
,,,,1150.3,,,
,,,,1126.2,,,
,,,,1098.1,,,
,,,,1124.4,,,
,,,,1113,,,
,,,,1116.9,,,
,,,,1081.5,,,
,,,,1102.9,,,
,,,,1131.7,,,
,,,,1096.9,,,
,,,,1111.4,,,
,,,,1115.5,,,
,,,,1116.2,,,
,,,,1127.8,,,
,,,,1090.5,,,
,,,,1095.4,,,
,,,,1110.3,,,
,,,,1123.5,,,
,,,,1114,,,
,,,,1112.9,,,
,,,,1136.3,,,
,,,,1101.8,,,
,,,,1117,,,
,,,,1101.6,,,
,,,,1105,,,
,,,,1041.7,,,
,,,,1119,,,
,,,,1128.9,,,
,,,,1092.5,,,
,,,,1102.4,,,
,,,,1128.1,,,
,,,,1091.2,,,
,,,,1150.5,,,
,,,,1104.5,,,
,,,,1106.1,,,
,,,,1103.7,,,
,,,,1127.4,,,
,,,,1114.8,,,
,,,,1111,,,
,,,,1122.7,,,
,,,,1072.2,,,
,,,,1119.9,,,
,,,,1089.4,,,
,,,,1112.5,,,
,,,,1110,,,
,,,,1137.4,,,
,,,,1106.5,,,
,,,,1126.2,,,
,,,,1088.2,,,
,,,,1106.2,,,
,,,,1108.6,,,
,,,,1091,,,
,,,,1116.2,,,
,,,,1160.7,,,
,,,,1096.6,,,
,,,,1084.2,,,
,,,,1134.4,,,
,,,,1106.1,,,
,,,,1100.4,,,
,,,,1078.4,,,
,,,,1120.2,,,
,,,,1099,,,
,,,,1107.6,,,
,,,,1133.5,,,
,,,,1116.9,,,
,,,,1090.8,,,
,,,,1118.7,,,
,,,,1120.6,,,
,,,,1134.7,,,
,,,,1124.1,,,
,,,,1108.7,,,
,,,,1086.4,,,
,,,,1093.3,,,
,,,,1142,,,
,,,,1103.5,,,
,,,,1080.2,,,
,,,,1101.7,,,
,,,,1113.7,,,
,,,,1116,,,
,,,,1095.8,,,
,,,,1106.3,,,
,,,,1123.8,,,
,,,,1082.5,,,
,,,,1069.1,,,
,,,,1087.2,,,
,,,,1129.1,,,
,,,,1125,,,
,,,,1139.1,,,
,,,,1104.9,,,
,,,,1104.8,,,
,,,,1122.1,,,
,,,,1111.1,,,
,,,,1097.1,,,
,,,,1125.9,,,
,,,,1097.3,,,
,,,,1113.9,,,
,,,,1105.5,,,
,,,,1136.6,,,
,,,,1109.1,,,
,,,,1094.6,,,
,,,,1116.7,,,
,,,,1125.8,,,
,,,,1103.7,,,
,,,,1109.6,,,
,,,,1116.3,,,
,,,,1057.8,,,
,,,,1113.5,,,
,,,,1130.3,,,
,,,,1124,,,
,,,,1125,,,
,,,,1143.6,,,
,,,,1139,,,
,,,,1108.1,,,
,,,,1121.1,,,
,,,,1133.7,,,
,,,,1130,,,
,,,,1107,,,
,,,,1101.7,,,
,,,,1131.4,,,
,,,,1147.4,,,
,,,,1107.9,,,
,,,,1110.2,,,
,,,,1088.9,,,
,,,,1116.3,,,
,,,,1119.3,,,
,,,,1133.9,,,
,,,,1130.5,,,
,,,,1109.5,,,
,,,,1114.9,,,
,,,,1111.9,,,
,,,,1106.1,,,
,,,,1114.1,,,
,,,,1156.4,,,
,,,,1143.3,,,
,,,,1135.8,,,
,,,,1104,,,
,,,,1127,,,
,,,,1097.7,,,
,,,,1138.7,,,
,,,,1096.1,,,
,,,,1101.4,,,
,,,,1128.6,,,
,,,,1089.7,,,
,,,,1146.5,,,
