x1,y1,val_x1,val_y1,x2,y2,val_x2,val_y2,,x1,y1,val_x1,val_y1,x2,y2,val_x2,val_y2,Sai_lech_tb_x1y1,Sai_lech_tb_x2y2
92.4,494.5438342,,,212.2184287,1028.944076,,,,0.92,4.95,,,2.12,10.29,,,0.09,0.31
96.1,516.7234139,,,209.6848026,1028.569066,,,,0.96,5.17,,,2.10,10.29,,,0.17,0.30
111.9,514.5028078,,,217.7746479,1024.599058,,,,1.12,5.15,,,2.18,10.25,,,0.19,0.30
94.7,494.4499217,,,206.5411789,1033.644365,,,,0.95,4.94,,,2.07,10.34,,,0.08,0.34
97,504.5346834,,,210.4623947,1025.868342,,,,0.97,5.05,,,2.10,10.26,,,0.05,0.28
88.8,523.7299474,,,213.0516146,1021.404385,,,,0.89,5.24,,,2.13,10.21,,,0.26,0.25
91.4,499.9894038,,,224.2281847,1013.159982,,,,0.91,5.00,,,2.24,10.13,,,0.09,0.28
100.1,520.0259031,,,228.0678346,1013.279645,,,,1.00,5.20,,,2.28,10.13,,,0.20,0.31
99,500.8826038,,,221.9766849,1019.034045,,,,0.99,5.01,,,2.22,10.19,,,0.01,0.29
106.8,505.2643866,,,223.0678161,1031.881247,,,,1.07,5.05,,,2.23,10.32,,,0.09,0.39
103.4,496.1358501,,,213.6441531,1022.588452,,,,1.03,4.96,,,2.14,10.23,,,0.05,0.26
88.9,494.3274882,,,210.0203985,1028.190839,,,,0.89,4.94,,,2.10,10.28,,,0.12,0.30
92,493.0762077,,,218.6718758,1017.840322,,,,0.92,4.93,,,2.19,10.18,,,0.11,0.26
104.1,497.7448087,,,223.1125424,1019.187005,,,,1.04,4.98,,,2.23,10.19,,,0.05,0.30
94,517.8178486,,,207.7976211,1034.142431,,,,0.94,5.18,,,2.08,10.34,,,0.19,0.35
96.6,499.2831744,,,224.571375,1031.74628,,,,0.97,4.99,,,2.25,10.32,,,0.03,0.40
90.7,510.9443815,,,222.4746846,1026.704738,,,,0.91,5.11,,,2.22,10.27,,,0.14,0.35
103.9,517.791628,,,214.6430049,1033.231329,,,,1.04,5.18,,,2.15,10.33,,,0.18,0.36
98.4,513.8266158,,,227.5137829,1015.095225,,,,0.98,5.14,,,2.28,10.15,,,0.14,0.31
110.3,497.0858134,,,207.031671,1022.83477,,,,1.10,4.97,,,2.07,10.23,,,0.11,0.24
98.1,497.66568,,,215.1705989,1012.809723,,,,0.98,4.98,,,2.15,10.13,,,0.03,0.20
95.3,498.7536954,,,211.9633888,1031.676529,,,,0.95,4.99,,,2.12,10.32,,,0.05,0.34
102.4,495.0423517,,,217.4125864,1024.289715,,,,1.02,4.95,,,2.17,10.24,,,0.06,0.30
102,514.7881907,,,208.8570838,1021.848842,,,,1.02,5.15,,,2.09,10.22,,,0.15,0.24
109,518.962003,,,227.7208867,1031.772942,,,,1.09,5.19,,,2.28,10.32,,,0.21,0.42
111.5,495.0015996,,,209.7017576,1029.972857,,,,1.12,4.95,,,2.10,10.30,,,0.13,0.32
104.8,501.017336,,,224.1129019,1017.624308,,,,1.05,5.01,,,2.24,10.18,,,0.05,0.30
95,510.8885872,,,208.0589059,1012.623041,,,,0.95,5.11,,,2.08,10.13,,,0.12,0.15
106.9,494.3145492,,,221.6752087,1037.166478,,,,1.07,4.94,,,2.22,10.37,,,0.09,0.43
96.4,517.3817633,,,210.369066,1024.302015,,,,0.96,5.17,,,2.10,10.24,,,0.18,0.26
99.1,522.5551663,,,226.6666518,1032.722909,,,,0.99,5.23,,,2.27,10.33,,,0.23,0.42
97,523.0772681,,,206.7709712,1013.125465,,,,0.97,5.23,,,2.07,10.13,,,0.23,0.15
88.4,520.7184244,,,212.3470927,1029.18143,,,,0.88,5.21,,,2.12,10.29,,,0.24,0.32
105.8,505.2109768,,,213.2017476,1024.190387,,,,1.06,5.05,,,2.13,10.24,,,0.08,0.28
98.8,502.6218757,,,215.7111356,1020.067302,,,,0.99,5.03,,,2.16,10.20,,,0.03,0.25
109.3,501.7759711,,,223.8921963,1025.886465,,,,1.09,5.02,,,2.24,10.26,,,0.09,0.35
110.1,494.6514198,,,215.5519017,1016.858255,,,,1.10,4.95,,,2.16,10.17,,,0.11,0.23
90.7,510.7532676,,,217.0716574,1023.850626,,,,0.91,5.11,,,2.17,10.24,,,0.14,0.29
94.5,519.1905874,,,211.5547724,1027.056189,,,,0.95,5.19,,,2.12,10.27,,,0.20,0.29
110.4,521.3551003,,,208.4085754,1030.201725,,,,1.10,5.21,,,2.08,10.30,,,0.24,0.31
94.1,499.2397444,,,219.465093,1031.031559,,,,0.94,4.99,,,2.19,10.31,,,0.06,0.37
106.8,509.3499477,,,226.9023519,1021.052391,,,,1.07,5.09,,,2.27,10.21,,,0.12,0.34
107.5,521.1920896,,,227.3677506,1026.596172,,,,1.08,5.21,,,2.27,10.27,,,0.22,0.38
106.2,504.2921539,,,217.8871875,1027.550863,,,,1.06,5.04,,,2.18,10.28,,,0.08,0.33
105.9,510.3173555,,,218.3327018,1017.603121,,,,1.06,5.10,,,2.18,10.18,,,0.12,0.25
109,515.122744,,,225.1028492,1020.555726,,,,1.09,5.15,,,2.25,10.21,,,0.18,0.32
103,497.4225931,,,210.5520301,1015.062251,,,,1.03,4.97,,,2.11,10.15,,,0.04,0.18
110.7,496.8432022,,,218.5645177,1033.063258,,,,1.11,4.97,,,2.19,10.33,,,0.11,0.38
100.4,499.8824679,,,207.7095269,1016.475604,,,,1.00,5.00,,,2.08,10.16,,,0.00,0.18
96.5,507.6205216,,,208.5393394,1015.21006,,,,0.97,5.08,,,2.09,10.15,,,0.08,0.17
96.4,514.6123683,,,210.1448547,1014.72889,,,,0.96,5.15,,,2.10,10.15,,,0.15,0.18
102.1,496.7474576,,,212.0069271,1028.157384,,,,1.02,4.97,,,2.12,10.28,,,0.04,0.31
98.9,516.1361342,,,207.2631864,1025.660763,,,,0.99,5.16,,,2.07,10.26,,,0.16,0.27
103.7,509.5083151,,,225.9914754,1037.973041,,,,1.04,5.10,,,2.26,10.38,,,0.10,0.46
90.5,518.857243,,,227.2690798,1019.01941,,,,0.91,5.19,,,2.27,10.19,,,0.21,0.33
89.1,501.5091677,,,221.3588759,1020.631663,,,,0.89,5.02,,,2.21,10.21,,,0.11,0.30
103.7,506.3329274,,,228.5034715,1022.402456,,,,1.04,5.06,,,2.29,10.22,,,0.07,0.36
96.5,515.6005529,,,223.1287461,1036.040872,,,,0.97,5.16,,,2.23,10.36,,,0.16,0.43
97,512.1356482,,,219.7371751,1017.736537,,,,0.97,5.12,,,2.20,10.18,,,0.13,0.27
99.4,508.2950285,,,224.9994515,1037.707194,,,,0.99,5.08,,,2.25,10.38,,,0.08,0.45
101.8,496.3807596,,,218.0192083,1029.158825,,,,1.02,4.96,,,2.18,10.29,,,0.04,0.34
100.7,513.3080344,,,226.5357256,1015.814828,,,,1.01,5.13,,,2.27,10.16,,,0.13,0.31
97.6,498.7952563,,,213.318171,1026.294788,,,,0.98,4.99,,,2.13,10.26,,,0.03,0.29
109.8,504.8326544,,,210.8115082,1030.883137,,,,1.10,5.05,,,2.11,10.31,,,0.11,0.33
99.8,498.9913504,,,224.7144644,1016.147515,,,,1.00,4.99,,,2.25,10.16,,,0.01,0.30
110,496.9796902,,,208.8190828,1012.544256,,,,1.10,4.97,,,2.09,10.13,,,0.10,0.15
101.4,523.7148048,,,207.4419832,1014.821822,,,,1.01,5.24,,,2.07,10.15,,,0.24,0.17
100.6,504.652991,,,218.7037684,1026.337352,,,,1.01,5.05,,,2.19,10.26,,,0.05,0.32
100,503.7208373,,,225.4856269,1020.159924,,,,1.00,5.04,,,2.25,10.20,,,0.04,0.32
96.3,508.748388,,,227.7204088,1036.556562,,,,0.96,5.09,,,2.28,10.37,,,0.09,0.46
104.6,496.6615537,,,212.723835,1024.888466,,,,1.05,4.97,,,2.13,10.25,,,0.06,0.28
108.6,519.6714366,,,225.5803295,1031.859689,,,,1.09,5.20,,,2.26,10.32,,,0.21,0.41
100.2,507.0959138,,,214.0225072,1036.14266,,,,1.00,5.07,,,2.14,10.36,,,0.07,0.39
106.9,495.0701513,,,219.6991263,1035.824699,,,,1.07,4.95,,,2.20,10.36,,,0.08,0.41
95,518.7994513,,,218.2885308,1021.329248,,,,0.95,5.19,,,2.18,10.21,,,0.19,0.28
95.3,521.8525052,,,219.38128,1018.218982,,,,0.95,5.22,,,2.19,10.18,,,0.22,0.27
97.5,503.9237852,,,215.6943301,1015.927384,,,,0.98,5.04,,,2.16,10.16,,,0.05,0.22
101.2,495.7854664,,,207.5826518,1018.593055,,,,1.01,4.96,,,2.08,10.19,,,0.04,0.20
97.2,510.4117427,,,208.9814276,1037.407628,,,,0.97,5.10,,,2.09,10.37,,,0.11,0.38
100.5,500.8793185,,,215.4529292,1019.849668,,,,1.01,5.01,,,2.15,10.20,,,0.01,0.25
94.5,520.7824454,,,221.3778162,1028.133628,,,,0.95,5.21,,,2.21,10.28,,,0.21,0.35
105.9,522.5481585,,,213.2244801,1022.139472,,,,1.06,5.23,,,2.13,10.22,,,0.23,0.26
96.7,513.7647435,,,213.4571149,1034.67276,,,,0.97,5.14,,,2.13,10.35,,,0.14,0.37
90.1,512.3382026,,,221.9426219,1023.350947,,,,0.90,5.12,,,2.22,10.23,,,0.16,0.32
93.1,503.5810303,,,214.279919,1026.998598,,,,0.93,5.04,,,2.14,10.27,,,0.08,0.31
89,497.5129555,,,219.6277218,1015.942865,,,,0.89,4.98,,,2.20,10.16,,,0.11,0.25
97,506.7294748,,,227.5670704,1029.92832,,,,0.97,5.07,,,2.28,10.30,,,0.07,0.41
108.6,522.2798552,,,220.6994101,1014.648808,,,,1.09,5.22,,,2.21,10.15,,,0.24,0.25
107.6,509.2117179,,,211.6197153,1017.026997,,,,1.08,5.09,,,2.12,10.17,,,0.12,0.21
95.1,508.5274012,,,208.6732515,1036.498199,,,,0.95,5.09,,,2.09,10.36,,,0.10,0.38
108.9,513.9934597,,,226.0124695,1034.202098,,,,1.09,5.14,,,2.26,10.34,,,0.17,0.43
107.4,519.9950171,,,227.9893179,1020.144092,,,,1.07,5.20,,,2.28,10.20,,,0.21,0.34
110.2,509.9716108,,,206.946575,1023.279522,,,,1.10,5.10,,,2.07,10.23,,,0.14,0.24
96.6,500.9490535,,,209.5406278,1038.044313,,,,0.97,5.01,,,2.10,10.38,,,0.04,0.39
91.1,500.099386,,,217.9358712,1022.677153,,,,0.91,5.00,,,2.18,10.23,,,0.09,0.29
102.2,507.0392895,,,208.1018305,1019.831391,,,,1.02,5.07,,,2.08,10.20,,,0.07,0.21
93.8,513.5612478,,,227.9848223,1026.339403,,,,0.94,5.14,,,2.28,10.26,,,0.15,0.38
98.6,494.4297861,,,225.2107879,1037.02814,,,,0.99,4.94,,,2.25,10.37,,,0.06,0.45
88.6,513.3861368,,,218.0226124,1019.737054,,,,0.89,5.13,,,2.18,10.20,,,0.18,0.27
103.6,498.6386574,,,207.1912415,1026.802598,,,,1.04,4.99,,,2.07,10.27,,,0.04,0.28
108.2,514.771823,,,210.1247963,1031.871487,,,,1.08,5.15,,,2.10,10.32,,,0.17,0.33
96.4,495.9474371,,,218.7191427,1019.983969,,,,0.96,4.96,,,2.19,10.20,,,0.05,0.27
97.8,499.9507249,,,214.262833,1018.476368,,,,0.98,5.00,,,2.14,10.18,,,0.02,0.23
91,513.3425331,,,220.043747,1023.321968,,,,0.91,5.13,,,2.20,10.23,,,0.16,0.31
110.5,521.5492498,,,227.4250688,1036.188919,,,,1.11,5.22,,,2.27,10.36,,,0.24,0.45
107,518.7178891,,,224.2875611,1022.123228,,,,1.07,5.19,,,2.24,10.22,,,0.20,0.33
100.1,514.9526028,,,224.1928928,1022.298959,,,,1.00,5.15,,,2.24,10.22,,,0.15,0.33
110.9,511.4972317,,,206.6767587,1022.402808,,,,1.11,5.11,,,2.07,10.22,,,0.16,0.23
92.3,508.3612073,,,207.6425285,1026.443026,,,,0.92,5.08,,,2.08,10.26,,,0.11,0.28
108.4,492.6067645,,,211.6851244,1016.922637,,,,1.08,4.93,,,2.12,10.17,,,0.11,0.21
108.5,514.6831109,,,224.7386196,1013.073855,,,,1.09,5.15,,,2.25,10.13,,,0.17,0.28
110.7,509.6105462,,,228.0896792,1013.846871,,,,1.11,5.10,,,2.28,10.14,,,0.14,0.31
94.8,498.5589121,,,217.8585027,1021.685454,,,,0.95,4.99,,,2.18,10.22,,,0.05,0.28
110.8,517.5784661,,,206.7163538,1016.781687,,,,1.11,5.18,,,2.07,10.17,,,0.21,0.18
91.1,498.3047824,,,216.7210288,1038.082624,,,,0.91,4.98,,,2.17,10.38,,,0.09,0.42
104.9,523.9254948,,,219.6729908,1022.828679,,,,1.05,5.24,,,2.20,10.23,,,0.24,0.30
94.2,523.0749436,,,224.7790557,1021.164234,,,,0.94,5.23,,,2.25,10.21,,,0.24,0.33
88.3,519.3470354,,,211.8501743,1032.469475,,,,0.88,5.19,,,2.12,10.32,,,0.23,0.35
102.7,516.9601175,,,213.8837947,1018.95328,,,,1.03,5.17,,,2.14,10.19,,,0.17,0.23
97.5,499.101562,,,218.8813276,1022.725773,,,,0.98,4.99,,,2.19,10.23,,,0.03,0.30
95.6,515.6238331,,,224.9724156,1019.717934,,,,0.96,5.16,,,2.25,10.20,,,0.16,0.32
92,509.7380887,,,218.3643335,1025.37389,,,,0.92,5.10,,,2.18,10.25,,,0.13,0.31
89,509.8356132,,,206.4384029,1034.876702,,,,0.89,5.10,,,2.06,10.35,,,0.15,0.35
107.2,520.5722583,,,208.8883964,1028.095527,,,,1.07,5.21,,,2.09,10.28,,,0.22,0.29
90.6,506.5434655,,,220.6911108,1027.053381,,,,0.91,5.07,,,2.21,10.27,,,0.11,0.34
95.2,522.4856046,,,208.0235465,1025.021353,,,,0.95,5.22,,,2.08,10.25,,,0.23,0.26
89.1,522.063171,,,207.5194485,1013.221948,,,,0.89,5.22,,,2.08,10.13,,,0.25,0.15
110.5,500.4898004,,,208.1878951,1032.143858,,,,1.11,5.00,,,2.08,10.32,,,0.11,0.33
110.1,520.1701658,,,218.5222466,1032.198609,,,,1.10,5.20,,,2.19,10.32,,,0.23,0.37
97,504.159455,,,217.2591783,1013.792128,,,,0.97,5.04,,,2.17,10.14,,,0.05,0.22
98.6,516.7459199,,,228.2313372,1016.300915,,,,0.99,5.17,,,2.28,10.16,,,0.17,0.33
102.4,512.6280994,,,226.3833435,1024.503341,,,,1.02,5.13,,,2.26,10.25,,,0.13,0.36
92.6,509.5091581,,,217.9780359,1023.796343,,,,0.93,5.10,,,2.18,10.24,,,0.12,0.30
101.2,497.4220582,,,223.6026372,1024.713832,,,,1.01,4.97,,,2.24,10.25,,,0.03,0.34
93.2,517.4673107,,,222.1103576,1017.914347,,,,0.93,5.17,,,2.22,10.18,,,0.19,0.28
103,520.9833595,,,213.6804747,1023.230782,,,,1.03,5.21,,,2.14,10.23,,,0.21,0.27
104.4,493.1337177,,,220.8018794,1028.724696,,,,1.04,4.93,,,2.21,10.29,,,0.08,0.35
101.2,508.6848808,,,219.1261098,1038.164326,,,,1.01,5.09,,,2.19,10.38,,,0.09,0.43
102,517.0550835,,,228.3394399,1029.232523,,,,1.02,5.17,,,2.28,10.29,,,0.17,0.41
103.3,522.7009924,,,226.6015977,1016.893355,,,,1.03,5.23,,,2.27,10.17,,,0.23,0.32
100.9,497.6965841,,,217.0226719,1015.317237,,,,1.01,4.98,,,2.17,10.15,,,0.02,0.23
109.1,513.9835756,,,215.2493085,1035.356146,,,,1.09,5.14,,,2.15,10.35,,,0.17,0.39
102.3,495.7865449,,,221.8299085,1012.743882,,,,1.02,4.96,,,2.22,10.13,,,0.05,0.25
94.8,513.9130475,,,206.7527751,1017.210977,,,,0.95,5.14,,,2.07,10.17,,,0.15,0.18
92,505.0501215,,,208.2281033,1014.448342,,,,0.92,5.05,,,2.08,10.14,,,0.09,0.17
105.6,503.7022283,,,212.3794422,1037.314297,,,,1.06,5.04,,,2.12,10.37,,,0.07,0.39
95.4,499.8133594,,,209.7003852,1012.711137,,,,0.95,5.00,,,2.10,10.13,,,0.05,0.16
99.5,510.9086075,,,206.6389709,1017.727882,,,,1.00,5.11,,,2.07,10.18,,,0.11,0.19
111.4,519.7797212,,,225.6113059,1015.53428,,,,1.11,5.20,,,2.26,10.16,,,0.23,0.30
109.3,510.9033748,,,214.3432674,1030.118441,,,,1.09,5.11,,,2.14,10.30,,,0.14,0.33
94.8,495.3804587,,,212.9645213,1015.505407,,,,0.95,4.95,,,2.13,10.16,,,0.07,0.20
109.9,496.7557838,,,209.090365,1036.888088,,,,1.10,4.97,,,2.09,10.37,,,0.10,0.38
95.6,518.9270336,,,225.1846975,1037.779883,,,,0.96,5.19,,,2.25,10.38,,,0.19,0.45
100.8,504.9780175,,,212.2416624,1031.485955,,,,1.01,5.05,,,2.12,10.31,,,0.05,0.34
103.6,523.8253859,,,208.9408039,1025.203611,,,,1.04,5.24,,,2.09,10.25,,,0.24,0.27
104.7,511.8755658,,,210.855721,1037.441942,,,,1.05,5.12,,,2.11,10.37,,,0.13,0.39
97,513.5885595,,,209.7048546,1017.356855,,,,0.97,5.14,,,2.10,10.17,,,0.14,0.20
95.3,511.1740094,,,218.2796622,1023.129674,,,,0.95,5.11,,,2.18,10.23,,,0.12,0.29
90.5,517.0062159,,,207.7021858,1017.326283,,,,0.91,5.17,,,2.08,10.17,,,0.19,0.19
100.7,522.3640617,,,213.8126462,1013.314584,,,,1.01,5.22,,,2.14,10.13,,,0.22,0.19
88.4,508.3557056,,,217.8503188,1030.80735,,,,0.88,5.08,,,2.18,10.31,,,0.14,0.36
97.8,513.6797491,,,227.8391153,1020.562318,,,,0.98,5.14,,,2.28,10.21,,,0.14,0.35
106,499.6605031,,,225.1599126,1037.41294,,,,1.06,5.00,,,2.25,10.37,,,0.06,0.45
99.5,504.0237595,,,210.0381502,1014.678667,,,,1.00,5.04,,,2.10,10.15,,,0.04,0.18
90.7,518.9439249,,,215.0284835,1021.144797,,,,0.91,5.19,,,2.15,10.21,,,0.21,0.26
104.4,508.3837096,,,211.1352765,1013.482372,,,,1.04,5.08,,,2.11,10.13,,,0.09,0.17
103.6,517.3167611,,,214.6727148,1026.003149,,,,1.04,5.17,,,2.15,10.26,,,0.18,0.30
96,495.7952902,,,221.360014,1032.311734,,,,0.96,4.96,,,2.21,10.32,,,0.06,0.39
101.6,509.9672681,,,219.8230712,1027.724303,,,,1.02,5.10,,,2.20,10.28,,,0.10,0.34
104.1,518.4342997,,,216.8506686,1034.766745,,,,1.04,5.18,,,2.17,10.35,,,0.19,0.39
92.7,499.0384561,,,214.8766035,1017.304096,,,,0.93,4.99,,,2.15,10.17,,,0.07,0.23
107.2,517.6743276,,,217.7269983,1016.205557,,,,1.07,5.18,,,2.18,10.16,,,0.19,0.24
101.3,500.3486501,,,212.7357271,1032.455428,,,,1.01,5.00,,,2.13,10.32,,,0.01,0.35
91.6,513.323707,,,206.9950095,1035.954622,,,,0.92,5.13,,,2.07,10.36,,,0.16,0.37
89.1,502.6704647,,,214.6337011,1037.075379,,,,0.89,5.03,,,2.15,10.37,,,0.11,0.40
100.1,511.9286666,,,228.1229115,1023.396754,,,,1.00,5.12,,,2.28,10.23,,,0.12,0.37
92.3,518.4990268,,,217.5220102,1019.024158,,,,0.92,5.18,,,2.18,10.19,,,0.20,0.26
91.6,518.15132,,,215.0944112,1025.153886,,,,0.92,5.18,,,2.15,10.25,,,0.20,0.29
104,515.0473629,,,215.180897,1029.936742,,,,1.04,5.15,,,2.15,10.30,,,0.16,0.34
108.9,498.7088937,,,216.5937452,1013.484931,,,,1.09,4.99,,,2.17,10.13,,,0.09,0.21
101.4,513.28424,,,225.0956704,1025.22122,,,,1.01,5.13,,,2.25,10.25,,,0.13,0.36
108.7,496.8106845,,,227.386792,1017.664005,,,,1.09,4.97,,,2.27,10.18,,,0.09,0.33
95.5,510.9018025,,,214.0026482,1021.906986,,,,0.96,5.11,,,2.14,10.22,,,0.12,0.26
89.2,519.4134991,,,208.0563539,1028.787518,,,,0.89,5.19,,,2.08,10.29,,,0.22,0.30
104.9,517.4564267,,,223.4357937,1037.421636,,,,1.05,5.17,,,2.23,10.37,,,0.18,0.44
109.3,511.4514313,,,214.4180521,1020.265345,,,,1.09,5.11,,,2.14,10.20,,,0.15,0.25
109.1,522.0693934,,,224.6330472,1031.302633,,,,1.09,5.22,,,2.25,10.31,,,0.24,0.40
94.6,510.6178956,,,212.5623129,1025.142799,,,,0.95,5.11,,,2.13,10.25,,,0.12,0.28
90.5,492.7325341,,,227.6886691,1022.725293,,,,0.91,4.93,,,2.28,10.23,,,0.12,0.36
104.4,500.592518,,,222.2132609,1021.494383,,,,1.04,5.01,,,2.22,10.21,,,0.04,0.31
98.5,524.0299316,,,220.6360132,1021.75486,,,,0.99,5.24,,,2.21,10.22,,,0.24,0.30
97.3,499.4670004,,,221.1988738,1037.468029,,,,0.97,4.99,,,2.21,10.37,,,0.03,0.43
110.9,498.6937566,,,216.8283028,1019.398348,,,,1.11,4.99,,,2.17,10.19,,,0.11,0.26
103.7,500.1151647,,,223.6061736,1019.809745,,,,1.04,5.00,,,2.24,10.20,,,0.04,0.31
108.1,500.2439889,,,228.097976,1016.299568,,,,1.08,5.00,,,2.28,10.16,,,0.08,0.32
101.3,518.3801025,,,208.4854968,1018.773621,,,,1.01,5.18,,,2.08,10.19,,,0.18,0.21
93.3,518.1748441,,,222.9464119,1030.7039,,,,0.93,5.18,,,2.23,10.31,,,0.19,0.38
109.6,505.1637491,,,221.3662875,1029.901218,,,,1.10,5.05,,,2.21,10.30,,,0.11,0.37
103.3,519.739122,,,220.8109054,1035.065447,,,,1.03,5.20,,,2.21,10.35,,,0.20,0.41
110.1,505.2920905,,,227.8546927,1022.007662,,,,1.10,5.05,,,2.28,10.22,,,0.11,0.35
94.4,515.8684631,,,224.7184975,1035.792292,,,,0.94,5.16,,,2.25,10.36,,,0.17,0.43
103.7,498.9515093,,,228.2422559,1016.899336,,,,1.04,4.99,,,2.28,10.17,,,0.04,0.33
91.7,514.8198685,,,220.7628765,1033.75164,,,,0.92,5.15,,,2.21,10.34,,,0.17,0.40
