x1,y1,val_x1,val_y1,x1_kalman,y1_kalman,x2,y2,val_x2,val_y2,x2_kalman,y2_kalman,Sai_lech_tb_x1y1,Sai_lech_tb_x2y2,sai_lech_kalman_x1y1,sai_lech_kalman_x1y2
1.12,5.1,,,1.01,5.08,2.15,10.27,,,2.17,10.26,0.15,0.31,0.080622577,0.310644491
0.92,4.95,,,1.01,5.08,2.12,10.29,,,2.17,10.26,0.09,0.31,0.080622577,0.310644491
0.96,5.17,,,1.01,5.08,2.1,10.29,,,2.17,10.26,0.17,0.3,0.080622577,0.310644491
1.12,5.15,,,1.01,5.08,2.18,10.25,,,2.17,10.26,0.19,0.3,0.080622577,0.310644491
0.95,4.94,,,1.01,5.08,2.07,10.34,,,2.17,10.26,0.08,0.34,0.080622577,0.310644491
0.97,5.05,,,1.01,5.08,2.1,10.26,,,2.17,10.26,0.05,0.28,0.080622577,0.310644491
0.89,5.24,,,1.01,5.08,2.13,10.21,,,2.17,10.26,0.26,0.25,0.080622577,0.310644491
0.91,5,,,1,5.08,2.24,10.13,,,2.17,10.26,0.09,0.28,0.08,0.310644491
1,5.2,,,1,5.08,2.28,10.13,,,2.17,10.26,0.2,0.31,0.08,0.310644491
0.99,5.01,,,1,5.08,2.22,10.19,,,2.17,10.26,0.01,0.29,0.08,0.310644491
1.07,5.05,,,1,5.08,2.23,10.32,,,2.17,10.26,0.09,0.39,0.08,0.310644491
1.03,4.96,,,1.01,5.08,2.14,10.23,,,2.17,10.26,0.05,0.26,0.080622577,0.310644491
0.89,4.94,,,1,5.08,2.1,10.28,,,2.17,10.26,0.12,0.3,0.08,0.310644491
0.92,4.93,,,1,5.08,2.19,10.18,,,2.17,10.26,0.11,0.26,0.08,0.310644491
1.04,4.98,,,1,5.08,2.23,10.19,,,2.17,10.26,0.05,0.3,0.08,0.310644491
0.94,5.18,,,1,5.08,2.08,10.34,,,2.17,10.26,0.19,0.35,0.08,0.310644491
0.97,4.99,,,1,5.08,2.25,10.32,,,2.17,10.26,0.03,0.4,0.08,0.310644491
0.91,5.11,,,1,5.08,2.22,10.27,,,2.17,10.26,0.14,0.35,0.08,0.310644491
1.04,5.18,,,1,5.08,2.15,10.33,,,2.17,10.26,0.18,0.36,0.08,0.310644491
0.98,5.14,,,1,5.08,2.28,10.15,,,2.17,10.26,0.14,0.31,0.08,0.310644491
1.1,4.97,,,1,5.08,2.07,10.23,,,2.17,10.26,0.11,0.24,0.08,0.310644491
0.98,4.98,,,1,5.08,2.15,10.13,,,2.17,10.26,0.03,0.2,0.08,0.310644491
0.95,4.99,,,1,5.08,2.12,10.32,,,2.17,10.26,0.05,0.34,0.08,0.310644491
1.02,4.95,,,1,5.08,2.17,10.24,,,2.17,10.26,0.06,0.3,0.08,0.310644491
1.02,5.15,,,1,5.08,2.09,10.22,,,2.17,10.26,0.15,0.24,0.08,0.310644491
1.09,5.19,,,1,5.08,2.28,10.32,,,2.17,10.26,0.21,0.42,0.08,0.310644491
1.12,4.95,,,1,5.08,2.1,10.3,,,2.17,10.26,0.13,0.32,0.08,0.310644491
1.05,5.01,,,1,5.08,2.24,10.18,,,2.17,10.26,0.05,0.3,0.08,0.310644491
0.95,5.11,,,1,5.08,2.08,10.13,,,2.17,10.26,0.12,0.15,0.08,0.310644491
1.07,4.94,,,1,5.08,2.22,10.37,,,2.17,10.26,0.09,0.43,0.08,0.310644491
0.96,5.17,,,1,5.08,2.1,10.24,,,2.17,10.26,0.18,0.26,0.08,0.310644491
0.99,5.23,,,1,5.08,2.27,10.33,,,2.17,10.26,0.23,0.42,0.08,0.310644491
0.97,5.23,,,1,5.08,2.07,10.13,,,2.17,10.26,0.23,0.15,0.08,0.310644491
0.88,5.21,,,1,5.08,2.12,10.29,,,2.17,10.26,0.24,0.32,0.08,0.310644491
1.06,5.05,,,1,5.08,2.13,10.24,,,2.17,10.26,0.08,0.28,0.08,0.310644491
0.99,5.03,,,1,5.08,2.16,10.2,,,2.17,10.26,0.03,0.25,0.08,0.310644491
1.09,5.02,,,1,5.08,2.24,10.26,,,2.17,10.26,0.09,0.35,0.08,0.310644491
1.1,4.95,,,1,5.08,2.16,10.17,,,2.17,10.26,0.11,0.23,0.08,0.310644491
0.91,5.11,,,1,5.08,2.17,10.24,,,2.17,10.26,0.14,0.29,0.08,0.310644491
0.95,5.19,,,1,5.08,2.12,10.27,,,2.17,10.26,0.2,0.29,0.08,0.310644491
1.1,5.21,,,1,5.08,2.08,10.3,,,2.17,10.26,0.24,0.31,0.08,0.310644491
0.94,4.99,,,1,5.08,2.19,10.31,,,2.17,10.26,0.06,0.37,0.08,0.310644491
1.07,5.09,,,1,5.08,2.27,10.21,,,2.17,10.26,0.12,0.34,0.08,0.310644491
1.08,5.21,,,1,5.08,2.27,10.27,,,2.17,10.26,0.22,0.38,0.08,0.310644491
1.06,5.04,,,1.01,5.08,2.18,10.28,,,2.17,10.26,0.08,0.33,0.080622577,0.310644491
1.06,5.1,,,1.01,5.08,2.18,10.18,,,2.17,10.26,0.12,0.25,0.080622577,0.310644491
1.09,5.15,,,1.01,5.08,2.25,10.21,,,2.17,10.26,0.18,0.32,0.080622577,0.310644491
1.03,4.97,,,1.01,5.08,2.11,10.15,,,2.17,10.26,0.04,0.18,0.080622577,0.310644491
1.11,4.97,,,1.01,5.08,2.19,10.33,,,2.17,10.26,0.11,0.38,0.080622577,0.310644491
1,5,,,1.01,5.08,2.08,10.16,,,2.17,10.26,0,0.18,0.080622577,0.310644491
0.97,5.08,,,1.01,5.08,2.09,10.15,,,2.17,10.26,0.08,0.17,0.080622577,0.310644491
0.96,5.15,,,1.01,5.08,2.1,10.15,,,2.17,10.26,0.15,0.18,0.080622577,0.310644491
1.02,4.97,,,1.01,5.08,2.12,10.28,,,2.17,10.26,0.04,0.31,0.080622577,0.310644491
0.99,5.16,,,1.01,5.08,2.07,10.26,,,2.17,10.26,0.16,0.27,0.080622577,0.310644491
1.04,5.1,,,1.01,5.08,2.26,10.38,,,2.17,10.26,0.1,0.46,0.080622577,0.310644491
0.91,5.19,,,1.01,5.08,2.27,10.19,,,2.17,10.26,0.21,0.33,0.080622577,0.310644491
0.89,5.02,,,1.01,5.08,2.21,10.21,,,2.17,10.26,0.11,0.3,0.080622577,0.310644491
1.04,5.06,,,1.01,5.08,2.29,10.22,,,2.17,10.26,0.07,0.36,0.080622577,0.310644491
0.97,5.16,,,1.01,5.08,2.23,10.36,,,2.17,10.26,0.16,0.43,0.080622577,0.310644491
0.97,5.12,,,1.01,5.08,2.2,10.18,,,2.17,10.26,0.13,0.27,0.080622577,0.310644491
0.99,5.08,,,1,5.08,2.25,10.38,,,2.17,10.26,0.08,0.45,0.08,0.310644491
1.02,4.96,,,1.01,5.08,2.18,10.29,,,2.17,10.26,0.04,0.34,0.080622577,0.310644491
1.01,5.13,,,1.01,5.08,2.27,10.16,,,2.17,10.26,0.13,0.31,0.080622577,0.310644491
0.98,4.99,,,1,5.08,2.13,10.26,,,2.17,10.26,0.03,0.29,0.08,0.310644491
1.1,5.05,,,1.01,5.08,2.11,10.31,,,2.17,10.26,0.11,0.33,0.080622577,0.310644491
1,4.99,,,1.01,5.08,2.25,10.16,,,2.17,10.26,0.01,0.3,0.080622577,0.310644491
1.1,4.97,,,1.01,5.08,2.09,10.13,,,2.17,10.26,0.1,0.15,0.080622577,0.310644491
1.01,5.24,,,1.01,5.08,2.07,10.15,,,2.17,10.26,0.24,0.17,0.080622577,0.310644491
1.01,5.05,,,1.01,5.08,2.19,10.26,,,2.17,10.26,0.05,0.32,0.080622577,0.310644491
1,5.04,,,1.01,5.08,2.25,10.2,,,2.17,10.26,0.04,0.32,0.080622577,0.310644491
0.96,5.09,,,1.01,5.08,2.28,10.37,,,2.17,10.26,0.09,0.46,0.080622577,0.310644491
1.05,4.97,,,1.01,5.08,2.13,10.25,,,2.17,10.26,0.06,0.28,0.080622577,0.310644491
1.09,5.2,,,1.01,5.08,2.26,10.32,,,2.17,10.26,0.21,0.41,0.080622577,0.310644491
1,5.07,,,1.01,5.08,2.14,10.36,,,2.17,10.26,0.07,0.39,0.080622577,0.310644491
1.07,4.95,,,1.01,5.08,2.2,10.36,,,2.17,10.26,0.08,0.41,0.080622577,0.310644491
0.95,5.19,,,1.01,5.08,2.18,10.21,,,2.17,10.26,0.19,0.28,0.080622577,0.310644491
0.95,5.22,,,1.01,5.08,2.19,10.18,,,2.17,10.26,0.22,0.27,0.080622577,0.310644491
0.98,5.04,,,1.01,5.08,2.16,10.16,,,2.17,10.26,0.05,0.22,0.080622577,0.310644491
1.01,4.96,,,1.01,5.08,2.08,10.19,,,2.17,10.26,0.04,0.2,0.080622577,0.310644491
0.97,5.1,,,1.01,5.08,2.09,10.37,,,2.17,10.26,0.11,0.38,0.080622577,0.310644491
1.01,5.01,,,1.01,5.08,2.15,10.2,,,2.17,10.26,0.01,0.25,0.080622577,0.310644491
0.95,5.21,,,1.01,5.08,2.21,10.28,,,2.17,10.26,0.21,0.35,0.080622577,0.310644491
1.06,5.23,,,1.01,5.08,2.13,10.22,,,2.17,10.26,0.23,0.26,0.080622577,0.310644491
0.97,5.14,,,1.01,5.08,2.13,10.35,,,2.17,10.26,0.14,0.37,0.080622577,0.310644491
0.9,5.12,,,1.01,5.08,2.22,10.23,,,2.17,10.26,0.16,0.32,0.080622577,0.310644491
0.93,5.04,,,1,5.08,2.14,10.27,,,2.17,10.26,0.08,0.31,0.08,0.310644491
0.89,4.98,,,1,5.08,2.2,10.16,,,2.17,10.26,0.11,0.25,0.08,0.310644491
0.97,5.07,,,1,5.08,2.28,10.3,,,2.17,10.26,0.07,0.41,0.08,0.310644491
1.09,5.22,,,1,5.08,2.21,10.15,,,2.17,10.26,0.24,0.25,0.08,0.310644491
1.08,5.09,,,1,5.08,2.12,10.17,,,2.17,10.26,0.12,0.21,0.08,0.310644491
0.95,5.09,,,1,5.08,2.09,10.36,,,2.17,10.26,0.1,0.38,0.08,0.310644491
1.09,5.14,,,1,5.08,2.26,10.34,,,2.17,10.26,0.17,0.43,0.08,0.310644491
1.07,5.2,,,1.01,5.08,2.28,10.2,,,2.17,10.26,0.21,0.34,0.080622577,0.310644491
1.1,5.1,,,1.01,5.08,2.07,10.23,,,2.17,10.26,0.14,0.24,0.080622577,0.310644491
0.97,5.01,,,1.01,5.08,2.1,10.38,,,2.17,10.26,0.04,0.39,0.080622577,0.310644491
0.91,5,,,1.01,5.08,2.18,10.23,,,2.17,10.26,0.09,0.29,0.080622577,0.310644491
1.02,5.07,,,1.01,5.08,2.08,10.2,,,2.17,10.26,0.07,0.21,0.080622577,0.310644491
0.94,5.14,,,1,5.08,2.28,10.26,,,2.17,10.26,0.15,0.38,0.08,0.310644491
0.99,4.94,,,1,5.08,2.25,10.37,,,2.17,10.26,0.06,0.45,0.08,0.310644491
0.89,5.13,,,1,5.08,2.18,10.2,,,2.17,10.26,0.18,0.27,0.08,0.310644491
1.04,4.99,,,1,5.08,2.07,10.27,,,2.17,10.26,0.04,0.28,0.08,0.310644491
1.08,5.15,,,1,5.08,2.1,10.32,,,2.17,10.26,0.17,0.33,0.08,0.310644491
0.96,4.96,,,1,5.08,2.19,10.2,,,2.17,10.26,0.05,0.27,0.08,0.310644491
0.98,5,,,1,5.08,2.14,10.18,,,2.17,10.26,0.02,0.23,0.08,0.310644491
0.91,5.13,,,1,5.08,2.2,10.23,,,2.17,10.26,0.16,0.31,0.08,0.310644491
1.11,5.22,,,1,5.08,2.27,10.36,,,2.17,10.26,0.24,0.45,0.08,0.310644491
1.07,5.19,,,1,5.08,2.24,10.22,,,2.17,10.26,0.2,0.33,0.08,0.310644491
1,5.15,,,1,5.08,2.24,10.22,,,2.17,10.26,0.15,0.33,0.08,0.310644491
1.11,5.11,,,1.01,5.08,2.07,10.22,,,2.17,10.26,0.16,0.23,0.080622577,0.310644491
0.92,5.08,,,1,5.08,2.08,10.26,,,2.17,10.26,0.11,0.28,0.08,0.310644491
1.08,4.93,,,1.01,5.08,2.12,10.17,,,2.17,10.26,0.11,0.21,0.080622577,0.310644491
1.09,5.15,,,1.01,5.08,2.25,10.13,,,2.17,10.26,0.17,0.28,0.080622577,0.310644491
1.11,5.1,,,1.01,5.08,2.28,10.14,,,2.17,10.26,0.14,0.31,0.080622577,0.310644491
0.95,4.99,,,1.01,5.08,2.18,10.22,,,2.17,10.26,0.05,0.28,0.080622577,0.310644491
1.11,5.18,,,1.01,5.08,2.07,10.17,,,2.17,10.26,0.21,0.18,0.080622577,0.310644491
0.91,4.98,,,1.01,5.08,2.17,10.38,,,2.17,10.26,0.09,0.42,0.080622577,0.310644491
1.05,5.24,,,1.01,5.08,2.2,10.23,,,2.17,10.26,0.24,0.3,0.080622577,0.310644491
0.94,5.23,,,1.01,5.08,2.25,10.21,,,2.17,10.26,0.24,0.33,0.080622577,0.310644491
0.88,5.19,,,1.01,5.08,2.12,10.32,,,2.17,10.26,0.23,0.35,0.080622577,0.310644491
1.03,5.17,,,1.01,5.08,2.14,10.19,,,2.17,10.26,0.17,0.23,0.080622577,0.310644491
0.98,4.99,,,1.01,5.08,2.19,10.23,,,2.17,10.26,0.03,0.3,0.080622577,0.310644491
0.96,5.16,,,1.01,5.08,2.25,10.2,,,2.17,10.26,0.16,0.32,0.080622577,0.310644491
0.92,5.1,,,1,5.08,2.18,10.25,,,2.17,10.26,0.13,0.31,0.08,0.310644491
0.89,5.1,,,1,5.08,2.06,10.35,,,2.17,10.26,0.15,0.35,0.08,0.310644491
1.07,5.21,,,1,5.08,2.09,10.28,,,2.17,10.26,0.22,0.29,0.08,0.310644491
0.91,5.07,,,1,5.08,2.21,10.27,,,2.17,10.26,0.11,0.34,0.08,0.310644491
0.95,5.22,,,1,5.08,2.08,10.25,,,2.17,10.26,0.23,0.26,0.08,0.310644491
0.89,5.22,,,1,5.08,2.08,10.13,,,2.17,10.26,0.25,0.15,0.08,0.310644491
1.11,5,,,1,5.08,2.08,10.32,,,2.17,10.26,0.11,0.33,0.08,0.310644491
1.1,5.2,,,1,5.08,2.19,10.32,,,2.17,10.26,0.23,0.37,0.08,0.310644491
0.97,5.04,,,1,5.08,2.17,10.14,,,2.17,10.26,0.05,0.22,0.08,0.310644491
0.99,5.17,,,1,5.08,2.28,10.16,,,2.17,10.26,0.17,0.33,0.08,0.310644491
1.02,5.13,,,1,5.08,2.26,10.25,,,2.17,10.26,0.13,0.36,0.08,0.310644491
0.93,5.1,,,1,5.08,2.18,10.24,,,2.17,10.26,0.12,0.3,0.08,0.310644491
1.01,4.97,,,1,5.08,2.24,10.25,,,2.17,10.26,0.03,0.34,0.08,0.310644491
0.93,5.17,,,1,5.08,2.22,10.18,,,2.17,10.26,0.19,0.28,0.08,0.310644491
1.03,5.21,,,1,5.08,2.14,10.23,,,2.17,10.26,0.21,0.27,0.08,0.310644491
1.04,4.93,,,1,5.08,2.21,10.29,,,2.17,10.26,0.08,0.35,0.08,0.310644491
1.01,5.09,,,1,5.08,2.19,10.38,,,2.17,10.26,0.09,0.43,0.08,0.310644491
1.02,5.17,,,1,5.08,2.28,10.29,,,2.17,10.26,0.17,0.41,0.08,0.310644491
1.03,5.23,,,1,5.08,2.27,10.17,,,2.17,10.26,0.23,0.32,0.08,0.310644491
1.01,4.98,,,1,5.08,2.17,10.15,,,2.17,10.26,0.02,0.23,0.08,0.310644491
1.09,5.14,,,1,5.08,2.15,10.35,,,2.17,10.26,0.17,0.39,0.08,0.310644491
1.02,4.96,,,1,5.08,2.22,10.13,,,2.17,10.26,0.05,0.25,0.08,0.310644491
0.95,5.14,,,1,5.08,2.07,10.17,,,2.17,10.26,0.15,0.18,0.08,0.310644491
0.92,5.05,,,1,5.08,2.08,10.14,,,2.17,10.25,0.09,0.17,0.08,0.302324329
1.06,5.04,,,1,5.08,2.12,10.37,,,2.17,10.26,0.07,0.39,0.08,0.310644491
0.95,5,,,1,5.08,2.1,10.13,,,2.17,10.25,0.05,0.16,0.08,0.302324329
1,5.11,,,1,5.08,2.07,10.18,,,2.17,10.25,0.11,0.19,0.08,0.302324329
1.11,5.2,,,1,5.08,2.26,10.16,,,2.17,10.25,0.23,0.3,0.08,0.302324329
1.09,5.11,,,1,5.08,2.14,10.3,,,2.17,10.25,0.14,0.33,0.08,0.302324329
0.95,4.95,,,1,5.08,2.13,10.16,,,2.17,10.25,0.07,0.2,0.08,0.302324329
1.1,4.97,,,1,5.08,2.09,10.37,,,2.17,10.25,0.1,0.38,0.08,0.302324329
0.96,5.19,,,1,5.08,2.25,10.38,,,2.17,10.25,0.19,0.45,0.08,0.302324329
1.01,5.05,,,1,5.08,2.12,10.31,,,2.17,10.26,0.05,0.34,0.08,0.310644491
1.04,5.24,,,1,5.08,2.09,10.25,,,2.17,10.26,0.24,0.27,0.08,0.310644491
1.05,5.12,,,1,5.08,2.11,10.37,,,2.17,10.26,0.13,0.39,0.08,0.310644491
0.97,5.14,,,1,5.08,2.1,10.17,,,2.17,10.26,0.14,0.2,0.08,0.310644491
0.95,5.11,,,1,5.08,2.18,10.23,,,2.17,10.26,0.12,0.29,0.08,0.310644491
0.91,5.17,,,1,5.08,2.08,10.17,,,2.17,10.25,0.19,0.19,0.08,0.302324329
1.01,5.22,,,1,5.09,2.14,10.13,,,2.17,10.25,0.22,0.19,0.09,0.302324329
0.88,5.08,,,1,5.09,2.18,10.31,,,2.17,10.25,0.14,0.36,0.09,0.302324329
0.98,5.14,,,1,5.09,2.28,10.21,,,2.17,10.25,0.14,0.35,0.09,0.302324329
1.06,5,,,1,5.08,2.25,10.37,,,2.17,10.25,0.06,0.45,0.08,0.302324329
1,5.04,,,1,5.08,2.1,10.15,,,2.17,10.25,0.04,0.18,0.08,0.302324329
0.91,5.19,,,1,5.09,2.15,10.21,,,2.17,10.25,0.21,0.26,0.09,0.302324329
1.04,5.08,,,1,5.09,2.11,10.13,,,2.17,10.25,0.09,0.17,0.09,0.302324329
1.04,5.17,,,1,5.09,2.15,10.26,,,2.17,10.25,0.18,0.3,0.09,0.302324329
0.96,4.96,,,1,5.08,2.21,10.32,,,2.17,10.25,0.06,0.39,0.08,0.302324329
1.02,5.1,,,1,5.09,2.2,10.28,,,2.17,10.25,0.1,0.34,0.09,0.302324329
1.04,5.18,,,1,5.09,2.17,10.35,,,2.17,10.25,0.19,0.39,0.09,0.302324329
0.93,4.99,,,1,5.09,2.15,10.17,,,2.17,10.25,0.07,0.23,0.09,0.302324329
1.07,5.18,,,1,5.09,2.18,10.16,,,2.17,10.25,0.19,0.24,0.09,0.302324329
1.01,5,,,1,5.09,2.13,10.32,,,2.17,10.25,0.01,0.35,0.09,0.302324329
0.92,5.13,,,1,5.09,2.07,10.36,,,2.17,10.25,0.16,0.37,0.09,0.302324329
0.89,5.03,,,1,5.09,2.15,10.37,,,2.17,10.25,0.11,0.4,0.09,0.302324329
1,5.12,,,1,5.09,2.28,10.23,,,2.17,10.25,0.12,0.37,0.09,0.302324329
0.92,5.18,,,1,5.09,2.18,10.19,,,2.17,10.25,0.2,0.26,0.09,0.302324329
0.92,5.18,,,1,5.09,2.15,10.25,,,2.17,10.25,0.2,0.29,0.09,0.302324329
1.04,5.15,,,1,5.09,2.15,10.3,,,2.17,10.25,0.16,0.34,0.09,0.302324329
1.09,4.99,,,1,5.09,2.17,10.13,,,2.17,10.25,0.09,0.21,0.09,0.302324329
1.01,5.13,,,1,5.09,2.25,10.25,,,2.17,10.25,0.13,0.36,0.09,0.302324329
1.09,4.97,,,1,5.09,2.27,10.18,,,2.17,10.25,0.09,0.33,0.09,0.302324329
0.96,5.11,,,1,5.09,2.14,10.22,,,2.17,10.25,0.12,0.26,0.09,0.302324329
0.89,5.19,,,1,5.09,2.08,10.29,,,2.17,10.25,0.22,0.3,0.09,0.302324329
1.05,5.17,,,1,5.09,2.23,10.37,,,2.17,10.25,0.18,0.44,0.09,0.302324329
1.09,5.11,,,1,5.09,2.14,10.2,,,2.17,10.25,0.15,0.25,0.09,0.302324329
1.09,5.22,,,1,5.09,2.25,10.31,,,2.17,10.25,0.24,0.4,0.09,0.302324329
0.95,5.11,,,1,5.09,2.13,10.25,,,2.17,10.25,0.12,0.28,0.09,0.302324329
0.91,4.93,,,1,5.09,2.28,10.23,,,2.17,10.25,0.12,0.36,0.09,0.302324329
1.04,5.01,,,1,5.09,2.22,10.21,,,2.17,10.25,0.04,0.31,0.09,0.302324329
0.99,5.24,,,1,5.09,2.21,10.22,,,2.17,10.25,0.24,0.3,0.09,0.302324329
0.97,4.99,,,1,5.09,2.21,10.37,,,2.17,10.25,0.03,0.43,0.09,0.302324329
1.11,4.99,,,1,5.09,2.17,10.19,,,2.17,10.25,0.11,0.26,0.09,0.302324329
1.04,5,,,1,5.09,2.24,10.2,,,2.17,10.25,0.04,0.31,0.09,0.302324329
1.08,5,,,1,5.09,2.28,10.16,,,2.17,10.25,0.08,0.32,0.09,0.302324329
1.01,5.18,,,1,5.09,2.08,10.19,,,2.17,10.25,0.18,0.21,0.09,0.302324329
0.93,5.18,,,1,5.09,2.23,10.31,,,2.17,10.25,0.19,0.38,0.09,0.302324329
1.1,5.05,,,1,5.09,2.21,10.3,,,2.17,10.25,0.11,0.37,0.09,0.302324329
1.03,5.2,,,1,5.09,2.21,10.35,,,2.17,10.25,0.2,0.41,0.09,0.302324329
1.1,5.05,,,1,5.09,2.28,10.22,,,2.17,10.25,0.11,0.35,0.09,0.302324329
0.94,5.16,,,1,5.09,2.25,10.36,,,2.17,10.25,0.17,0.43,0.09,0.302324329
1.04,4.99,,,1,5.09,2.28,10.17,,,2.17,10.25,0.04,0.33,0.09,0.302324329
0.92,5.15,,,1,5.09,2.21,10.34,,,2.17,10.25,0.17,0.4,0.09,0.302324329
